ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_414801.1	b0267	yagA	yagA	NA	yagA		ECK120002213	CP4-6 prophage; integrase core domain-containing protein YagA
NP_414802.2	b0268	yagE	yagE	NA	yagE		ECK120002760	CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase
NP_414803.1	b0269	yagF	yagF	NA	yagF		ECK120002761	CP4-6 prophage; D-xylonate dehydratase
NP_414804.1	b0270	yagG	yagG	NA	yagG		ECK120002762	CP4-6 prophage; putative D-xylonate transporter YagG
NP_414805.1	b0271	yagH	yagH	NA	yagH		ECK120002763	CP4-6 prophage; putative xylosidase/arabinosidase
NP_414806.1	b0272	xynR	xynR	NA	xynR	yagI	ECK120002764	CP4-6 prophage; DNA-binding transcriptional repressor XynR
NP_414807.1	b0273	argF	argF	argF	argF		ECK120000063	CP4-6 prophage; ornithine carbamoyltransferase ArgF
NP_414808.1	b0274	insB3	insB3	NA	insB3		ECK120002765	IS1 protein InsB
NP_414809.1	b0275	insA3	insA3	NA	insA3		ECK120002766	IS1 protein InsA
YP_009518744.1	b0276	yagJ	yagJ	NA	yagJ		ECK120002767	CP4-6 prophage; protein YagJ
NP_414811.1	b0277	yagK	yagK	yagK	yagK		ECK120002768	CP4-6 prophage; uncharacterized protein YagK
NP_414812.1	b0278	yagL	yagL	NA	yagL		ECK120002769	CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL
NP_414813.1	b0279	yagM	yagM	NA	yagM		ECK120002770	CP4-6 prophage; protein YagM
NP_414814.1	b0280	yagN	yagN	NA	yagN		ECK120002771	CP4-6 prophage; protein YagN
NP_414815.1	b0281	intF	intF	NA	intF	yagO	ECK120002772	CP4-6 prophage; putative phage integrase
YP_009518746.1	b0282	yagP	yagP	NA	yagP	ykgT // b4695	ECK120002773	putative LysR family substrate binding domain-containing protein YagP
NP_414817.1	b0283	paoD	paoD	NA	paoD	yagQ	ECK120002774	molybdenum cofactor insertion chaperone PaoD
NP_414818.1	b0284	paoC	paoC	NA	paoC	yagR	ECK120002775	aldehyde dehydrogenase: molybdenum cofactor-binding subunit
NP_414819.1	b0285	paoB	paoB	NA	paoB	yagS	ECK120002776	aldehyde dehydrogenase
NP_414820.1	b0286	paoA	paoA	NA	paoA	yagT	ECK120002777	aldehyde dehydrogenase
NP_414821.1	b0287	yagU	yagU	NA	yagU		ECK120002778	inner membrane protein that contributes to acid resistance
NP_414822.1	b0288	ykgJ	ykgJ	NA	ykgJ		ECK120002779	putative zinc- or iron-chelating domain-containing protein YkgJ
NP_414823.2	b0289	ecpE	ecpE	NA	ecpE	yagV // matF	ECK120002780	putative fimbrial chaperone EcpE
NP_414824.1	b0290	ecpD	ecpD	NA	ecpD	yagW // matE	ECK120002781	fimbrial adhesin EcpD
NP_414825.1	b0291	ecpC	ecpC	NA	ecpC	yagX // matD	ECK120002782	putative fimbrial usher protein EcpC
NP_414826.1	b0292	ecpB	ecpB	NA	ecpB	yagY // matC	ECK120002783	putative fimbrial chaperone EcpB
NP_414827.1	b0293	ecpA	ecpA	ecpA	ecpA	yagZ // matB	ECK120002784	common pilus major subunit
NP_414828.1	b0294	ecpR	ecpR	ecpR	matA	ykgK // ecpR	ECK120002785	DNA-binding transcriptional dual regulator MatA
NP_414829.1	b0295	ykgL	ykgL	NA	ykgL		ECK120002786	uncharacterized protein YkgL
NP_414830.1	b0296	ykgM	ykgM	NA	ykgM		ECK120002787	50S ribosomal subunit protein L31B
NP_414832.2	b0298	insE1	insE1	NA	insE1		ECK120002788	IS3 element protein InsE
NP_414833.1	b0299	insF1	insF1	NA	insF1	tra5-5	ECK120002789	IS3 element protein InsF
NP_414835.2	b0301	rclC	rclC	rclC	rclC	ykgB	ECK120002791	reactive chlorine species resistance protein C
NP_414837.2	b0303	rclB	rclB	rclB	rclB	ykgI	ECK120002792	DUF1471 domain-containing protein RclB
NP_414838.2	b0304	rclA	rclA	rclA	rclA	ykgC	ECK120002793	cupric reductase RclA
NP_414839.1	b0305	rclR	rclR	rclR	rclR	ykgD	ECK120002794	DNA-binding transcriptional activator RclR
NP_414840.1	b0306	ykgE	ykgE	NA	ykgE		ECK120002795	putative lactate utilization oxidoreductase YkgE
NP_414841.1	b0307	ykgF	ykgF	NA	ykgF		ECK120002796	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
NP_414842.4	b0308	ykgG	ykgG	NA	ykgG		ECK120002797	DUF162 domain-containing lactate utilization protein YkgG
NP_414844.1	b0310	ykgH	ykgH	NA	ykgH		ECK120002799	uncharacterized protein YkgH
NP_414845.1	b0311	betA	betA	betA	betA		ECK120000105	choline dehydrogenase
NP_414846.1	b0312	betB	betB	betB	betB		ECK120000106	betaine aldehyde dehydrogenase
NP_414847.3	b0313	betI	betI	betI	betI		ECK120000107	DNA-binding transcriptional repressor BetI
NP_414848.1	b0314	betT	betT	betT	betT		ECK120000108	choline:H(+) symporter
NP_414849.1	b0315	pdeL	pdeL	NA	pdeL	yahA	ECK120001214	DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL
NP_414850.1	b0316	yahB	yahB	NA	yahB		ECK120002800	putative LysR-type DNA-binding transcriptional regulator YahB
NP_414851.1	b0317	yahC	yahC	NA	yahC		ECK120002801	uncharacterized protein YahC
NP_414852.1	b0318	yahD	yahD	NA	yahD		ECK120002802	ankyrin repeat-containing protein YahD
NP_414853.1	b0319	yahE	yahE	NA	yahE		ECK120002803	DUF2877 domain-containing protein YahE
NP_414854.1	b0320	yahF	yahF	NA	yahF		ECK120002804	putative acyl-CoA synthetase YahF
NP_414855.1	b0321	yahG	yahG	NA	yahG		ECK120002805	DUF1116 domain-containing protein YahG
YP_009518748.2	b0322	yahH	yahH	NA	yahH		ECK120026444	putative uncharacterized protein YahH
NP_414857.1	b0323	yahI	yahI	NA	yahI		ECK120002806	carbamate kinase-like protein YahI
NP_414858.1	b0324	yahJ	yahJ	NA	yahJ		ECK120002807	putative deaminase with metallo-dependent hydrolase domain
NP_414859.1	b0325	yahK	yahK	NA	yahK		ECK120002808	aldehyde reductase
NP_414860.1	b0326	yahL	yahL	NA	yahL		ECK120002809	uncharacterized protein YahL
NP_414861.2	b0327	yahM	yahM	NA	yahM		ECK120002810	uncharacterized protein YahM
NP_414862.1	b0328	yahN	yahN	NA	yahN		ECK120002811	putative amino acid exporter YahN
NP_414863.1	b0329	yahO	yahO	NA	yahO		ECK120002812	DUF1471 domain-containing protein YahO
NP_414864.1	b0330	prpR	prpR	prpR	prpR	yahP	ECK120002813	DNA-binding transcriptional dual regulator PrpR
NP_414865.1	b0331	prpB	prpB	prpB	prpB	yahQ	ECK120002814	2-methylisocitrate lyase
NP_414867.1	b0333	prpC	prpC	prpC	prpC	yzzD // yahS	ECK120002815	2-methylcitrate synthase
NP_414868.1	b0334	prpD	prpD	prpD	prpD	yahT // acnC	ECK120002816	2-methylcitrate dehydratase
NP_414869.1	b0335	prpE	prpE	prpE	prpE	yahU	ECK120002817	propionyl-CoA synthetase
NP_414870.1	b0336	codB	codB	codB	codB		ECK120001298	cytosine transporter
NP_414871.1	b0337	codA	codA	codA	codA		ECK120001297	cytosine/isoguanine deaminase
NP_414872.3	b0338	cynR	cynR	cynR	cynR		ECK120001385	DNA-binding transcriptional dual regulator CynR
NP_414873.1	b0339	cynT	cynT	cynT	cynT		ECK120000171	carbonic anhydrase 1
NP_414874.1	b0340	cynS	cynS	cynS	cynS	cnt // cyaN	ECK120000170	cyanase
NP_414875.1	b0341	cynX	cynX	cynX	cynX		ECK120000172	cyanate transporter
NP_414876.1	b0342	lacA	lacA	lacA	lacA		ECK120000517	galactoside O-acetyltransferase
NP_414877.1	b0343	lacY	lacY	lacY	lacY		ECK120000519	lactose permease
NP_414878.1	b0344	lacZ	lacZ	lacZ	lacZ		ECK120000520	beta-galactosidase
NP_414879.3	b0345	lacI	lacI	lacI	lacI		ECK120000518	DNA-binding transcriptional repressor LacI
NP_414880.2	b0346	mhpR	mhpR	mhpR	mhpR		ECK120002818	DNA-binding transcriptional activator MhpR
NP_414881.1	b0347	mhpA	mhpA	mhpA	mhpA		ECK120004469	3-(3-hydroxyphenyl)propanoate hydroxylase
NP_414882.1	b0348	mhpB	mhpB	mhpB	mhpB		ECK120004470	3-carboxyethylcatechol 2
NP_414883.5	b0349	mhpC	mhpC	mhpC	mhpC		ECK120004471	2-hydroxy-6-ketonona-2
NP_414884.2	b0350	mhpD	mhpD	mhpD	mhpD	mhpS	ECK120004472	2-hydroxypentadienoate hydratase
NP_414885.1	b0351	mhpF	mhpF	mhpF	mhpF		ECK120004473	acetaldehyde dehydrogenase (acetylating) MhpF
NP_414886.1	b0352	mhpE	mhpE	mhpE	mhpE		ECK120002819	4-hydroxy-2-oxovalerate aldolase
NP_414887.2	b0353	mhpT	mhpT	NA	mhpT	yaiK	ECK120002820	3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter
NP_414888.4	b0354	yaiL	yaiL	NA	yaiL		ECK120002821	DUF2058 domain-containing protein YaiL
NP_414889.1	b0355	frmB	frmB	NA	frmB	yaiM	ECK120002822	S-formylglutathione hydrolase FrmB
NP_414890.1	b0356	frmA	frmA	NA	frmA	adhC	ECK120002569	S-(hydroxymethyl)glutathione dehydrogenase
NP_414891.4	b0357	frmR	frmR	NA	frmR	yaiN	ECK120002823	DNA-binding transcriptional repressor FrmR
NP_414892.1	b0358	yaiO	yaiO	NA	yaiO		ECK120002824	outer membrane protein YaiO
NP_414894.2	b0360	insC1	insC1	NA	insC1	yi21-1	ECK120002826	IS2 element protein InsA
NP_414895.1	b0361	insD1	insD1	NA	insD1	yi22-1	ECK120002827	IS2 element protein
NP_414897.1	b0363	yaiP	yaiP	NA	yaiP		ECK120002829	putative glucosyltransferase
NP_414898.4	b0364	yaiS	yaiS	NA	yaiS		ECK120002830	putative deacetylase YaiS
NP_414899.2	b0365	tauA	tauA	tauA	tauA	yaiR // ssiA	ECK120002831	taurine ABC transporter periplasmic binding protein
NP_414900.1	b0366	tauB	tauB	tauB	tauB	yaiQ // ssiB	ECK120002832	taurine ABC transporter ATP binding subunit
NP_414901.1	b0367	tauC	tauC	tauC	tauC	yaiJ // ssiC	ECK120002833	taurine ABC transporter membrane subunit
NP_414902.1	b0368	tauD	tauD	tauD	tauD	ssiD // yaiG	ECK120002281	taurine dioxygenase
NP_414903.4	b0369	hemB	hemB	hemB	hemB	ncf	ECK120000421	porphobilinogen synthase
NP_414906.1	b0372	insF2	insF2	NA	insF2	tra5-1	ECK120002836	IS3 element protein InsF
NP_414907.2	b0373	insE2	insE2	NA	insE2		ECK120002837	IS3 element protein InsE
NP_414909.2	b0375	iprA	iprA	NA	iprA	yaiV	ECK120002839	putative DNA-binding transcriptional regulator IprA
NP_414910.1	b0376	ampH	ampH	NA	ampH	yaiH	ECK120002410	peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
NP_414911.1	b0377	sbmA	sbmA	sbmA	sbmA		ECK120000917	peptide antibiotic/peptide nucleic acid transporter
NP_414912.1	b0378	yaiW	yaiW	yaiW	yaiW		ECK120002840	surface-exposed outer membrane lipoprotein
NP_414913.1	b0379	yaiY	yaiY	NA	yaiY		ECK120002841	DUF2755 domain-containing inner membrane protein YaiY
NP_414914.2	b0380	yaiZ	yaiZ	NA	yaiZ		ECK120002842	DUF2754 domain-containing protein YaiZ
NP_414915.1	b0381	ddlA	ddlA	NA	ddlA		ECK120000207	D-alanine--D-alanine ligase A
NP_414916.1	b0382	iraP	iraP	iraP	iraP	yaiB	ECK120001231	anti-adaptor protein for sigma(S) stabilization
NP_414917.2	b0383	phoA	phoA	phoA	phoA	psiA	ECK120000718	alkaline phosphatase
NP_414918.4	b0384	psiF	psiF	psiF	psiF		ECK120001367	PsiF family protein
NP_414919.1	b0385	dgcC	dgcC	NA	dgcC	yaiC // adrA	ECK120001232	diguanylate cyclase DgcC
NP_414920.1	b0386	proC	proC	NA	proC	pro(3) // Pro2 // pro3	ECK120000760	pyrroline-5-carboxylate reductase
NP_414921.2	b0387	yaiI	yaiI	NA	yaiI		ECK120002843	DUF188 domain-containing protein YaiI
NP_414922.1	b0388	aroL	aroL	aroL	aroL		ECK120000078	shikimate kinase 2
NP_414923.1	b0389	yaiA	yaiA	yaiA	yaiA		ECK120001081	protein YaiA
NP_414924.1	b0390	aroM	aroM	aroM	aroM		ECK120000079	protein AroM
NP_414925.1	b0391	ppnP	ppnP	NA	ppnP	yaiE	ECK120002056	nucleoside phosphorylase PpnP
NP_414927.1	b0393	rdgC	rdgC	NA	rdgC	yaiD	ECK120002055	nucleoid-associated protein RdgC
NP_414928.2	b0394	mak	mak	NA	mak	yajF	ECK120001261	fructokinase
NP_414930.3	b0396	araJ	araJ	araJ	araJ	araT	ECK120000056	putative transport protein AraJ
NP_414931.1	b0397	sbcC	sbcC	sbcC	sbcC		ECK120000916	ATP dependent
NP_414932.1	b0398	sbcD	sbcD	sbcD	sbcD	yajA	ECK120001082	ATP dependent
NP_414933.1	b0399	phoB	phoB	phoB	phoB	phoRc // phoT	ECK120000719	DNA-binding transcriptional dual regulator PhoB
NP_414934.1	b0400	phoR	phoR	phoR	phoR	R1pho // phoR1 // nmpB	ECK120000724	sensor histidine kinase PhoR
NP_414935.1	b0401	brnQ	brnQ	NA	brnQ	hrbA	ECK120002064	branched chain amino acid transporter BrnQ
NP_414936.1	b0402	proY	proY	NA	proY	yajM	ECK120002845	putative transporter ProY
NP_414937.2	b0403	malZ	malZ	NA	malZ		ECK120000558	maltodextrin glucosidase
NP_414938.1	b0404	acpH	acpH	NA	acpH	yajB	ECK120001083	acyl carrier protein phosphodiesterase
NP_414939.1	b0405	queA	queA	queA	queA	tsaA	ECK120000803	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
NP_414940.1	b0406	tgt	tgt	NA	tgt	vacC(S.f.)	ECK120000985	tRNA-guanine transglycosylase
NP_414941.1	b0407	yajC	yajC	NA	yajC		ECK120001084	Sec translocon accessory complex subunit YajC
NP_414942.1	b0408	secD	secD	NA	secD		ECK120000927	Sec translocon accessory complex subunit SecD
NP_414943.1	b0409	secF	secF	NA	secF		ECK120000929	Sec translocon accessory complex subunit SecF
NP_414944.1	b0410	yajD	yajD	NA	yajD		ECK120001085	HNH nuclease family protein YajD
NP_414945.1	b0411	tsx	tsx	tsx	tsx	T6rec // nupA	ECK120001024	nucleoside-specific channel-forming protein Tsx
NP_414946.4	b0412	yajI	yajI	NA	yajI		ECK120002413	putative lipoprotein YajI
NP_414947.1	b0413	nrdR	nrdR	nrdR	nrdR	ybaD	ECK120001291	NrdR transcriptional repressor
NP_414948.1	b0414	ribD	ribD	ribD	ribD	nusII // ribG // ybaE	ECK120001292	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
NP_414949.1	b0415	ribE	ribE	ribE	ribE	nusIII // ribH // ybaF	ECK120001293	6
NP_414950.1	b0416	nusB	nusB	nusB	nusB	groNB // ssaD // ssyB	ECK120000659	transcription antitermination protein NusB
NP_414951.1	b0417	thiL	thiL	thiL	thiL	thiJ	ECK120002846	thiamine monophosphate kinase
NP_414952.1	b0418	pgpA	pgpA	pgpA	pgpA	yajN	ECK120000696	phosphatidylglycerophosphatase A
NP_414953.2	b0419	yajO	yajO	NA	yajO		ECK120002847	1-deoxyxylulose-5-phosphate synthase YajO
NP_414954.1	b0420	dxs	dxs	NA	dxs	yajP	ECK120002848	1-deoxy-D-xylulose-5-phosphate synthase
NP_414955.1	b0421	ispA	ispA	NA	ispA		ECK120000501	geranyl diphosphate/farnesyl diphosphate synthase
NP_414956.1	b0422	xseB	xseB	NA	xseB	yajE	ECK120001086	exodeoxyribonuclease VII subunit XseB
NP_414957.1	b0423	thiI	thiI	NA	thiI	nuvA // yajK	ECK120002849	tRNA uridine 4-sulfurtransferase
NP_414958.4	b0424	yajL	yajL	NA	yajL	thiJ	ECK120002673	protein/nucleic acid deglycase 3
NP_414959.1	b0425	panE	panE	NA	panE	apbA	ECK120002850	2-dehydropantoate 2-reductase
NP_414960.2	b0426	yajQ	yajQ	NA	yajQ		ECK120002851	nucleotide binding protein YajQ
NP_414961.4	b0427	yajR	yajR	NA	yajR		ECK120002852	putative transport protein YajR
NP_414962.1	b0428	cyoE	cyoE	cyoE	cyoE		ECK120000177	heme O synthase
NP_414963.1	b0429	cyoD	cyoD	cyoD	cyoD		ECK120000176	cytochrome bo3 ubiquinol oxidase subunit 4
NP_414964.1	b0430	cyoC	cyoC	cyoC	cyoC		ECK120000175	cytochrome bo3 ubiquinol oxidase subunit 3
NP_414965.1	b0431	cyoB	cyoB	cyoB	cyoB		ECK120000174	cytochrome bo3 ubiquinol oxidase subunit 1
NP_414966.1	b0432	cyoA	cyoA	cyoA	cyoA		ECK120000173	cytochrome bo3 ubiquinol oxidase subunit 2
NP_414967.1	b0433	ampG	ampG	ampG	ampG		ECK120002076	muropeptide:H(+) symporter
NP_414968.4	b0434	yajG	yajG	yajG	yajG		ECK120002075	putative lipoprotein YajG
NP_414969.4	b0435	bolA	bolA	bolA	bolA		ECK120000121	DNA-binding transcriptional dual regulator BolA
NP_414970.1	b0436	tig	tig	NA	tig		ECK120000992	trigger factor
NP_414971.1	b0437	clpP	clpP	clpP	clpP	lopP	ECK120000154	ATP-dependent Clp protease proteolytic subunit
NP_414972.1	b0438	clpX	clpX	clpX	clpX	lopC	ECK120000155	ATP-dependent Clp protease ATP-binding subunit ClpX
NP_414973.1	b0439	lon	lon	lon	lon	capR // deg // dir // lopA // muc	ECK120000535	Lon protease
NP_414974.1	b0440	hupB	hupB	hupB	hupB	dpeA // dbhB // hopD	ECK120000460	DNA-binding protein HU-beta
NP_414975.1	b0441	ppiD	ppiD	ppiD	ppiD	ybaU	ECK120002853	periplasmic folding chaperone
NP_414976.1	b0442	ybaV	ybaV	NA	ybaV	comEA	ECK120002854	helix-hairpin-helix 3 family protein
NP_414977.1	b0443	fadM	fadM	NA	fadM	ybaW // tesC	ECK120002855	long-chain acyl-CoA thioesterase FadM
NP_414978.1	b0444	queC	queC	NA	queC	ybaX	ECK120002856	7-cyano-7-deazaguanine synthase
NP_414979.1	b0445	ybaE	ybaE	NA	ybaE		ECK120002431	uncharacterized protein YbaE
NP_414980.2	b0446	cof	cof	NA	cof		ECK120002857	HMP-PP phosphatase
NP_414981.4	b0447	decR	decR	NA	decR	ybaO // cyuR	ECK120002858	DNA-binding transcriptional activator DecR
NP_414982.1	b0448	mdlA	mdlA	NA	mdlA	mdl	ECK120002859	ABC transporter family protein MdlA
NP_414983.1	b0449	mdlB	mdlB	NA	mdlB	mdl	ECK120001570	ABC transporter family protein MdlB
NP_414984.1	b0450	glnK	glnK	NA	glnK	ybaI	ECK120002080	nitrogen regulator GlnK
NP_414985.1	b0451	amtB	amtB	NA	amtB	ybaG	ECK120001753	ammonia/ammonium transporter
NP_414986.1	b0452	tesB	tesB	NA	tesB		ECK120000984	acyl-CoA thioesterase II
NP_414987.3	b0453	ybaY	ybaY	NA	ybaY		ECK120002860	PF09619 family lipoprotein YbaY
NP_414988.1	b0454	ybaZ	atl	NA	ybaZ	atl	ECK120002861	DNA base-flipping protein
NP_414989.1	b0456	ybaA	ybaA	NA	ybaA		ECK120001087	DUF1428 domain-containing protein YbaA
NP_414990.2	b0457	pdeB	pdeB	NA	pdeB	ylaB	ECK120002862	c-di-GMP phosphodiesterase PdeB
NP_414991.4	b0458	ylaC	ylaC	NA	ylaC		ECK120002863	putative inner membrane protein
NP_414992.1	b0459	maa	maa	NA	maa	ylaD	ECK120002699	maltose O-acetyltransferase
NP_414993.1	b0460	hha	hha	hha	hha		ECK120000432	hemolysin expression-modulating protein Hha
NP_414994.1	b0461	tomB	tomB	tomB	tomB	ybaJ	ECK120002285	Hha toxicity modulator TomB
NP_414995.1	b0462	acrB	acrB	acrB	acrB	acrE	ECK120001647	multidrug efflux pump RND permease AcrB
NP_414996.1	b0463	acrA	acrA	acrA	acrA	sipB // Mb // lir // mbl // mtcA // nbsA	ECK120001646	multidrug efflux pump membrane fusion lipoprotein AcrA
NP_414997.1	b0464	acrR	acrR	acrR	acrR	ybaH	ECK120002020	DNA-binding transcriptional repressor AcrR
NP_414998.1	b0465	mscK	mscK	NA	mscK	aefA // kefA	ECK120002864	potassium dependent
NP_414999.1	b0466	ybaM	ybaM	NA	ybaM		ECK120002390	DUF2496 domain-containing protein YbaM
NP_415000.1	b0467	priC	priC	NA	priC		ECK120000756	primosomal replication protein N\\\\
NP_415001.1	b0468	ybaN	ybaN	NA	ybaN		ECK120002396	DUF454 domain-containing inner membrane protein YbaN
NP_415002.1	b0469	apt	apt	apt	apt		ECK120000047	adenine phosphoribosyltransferase
YP_009518751.1	b0470	dnaX	dnaX	NA	dnaX	dnaZ	ECK120000239	DNA polymerase III subunit gamma
NP_415003.1	b0470	dnaX	dnaX	NA	dnaX	dnaZ	ECK120000239	DNA polymerase III subunit tau
NP_415004.1	b0471	ybaB	ybaB	ybaB	ybaB		ECK120001088	putative nucleoid-associated protein YbaB
NP_415005.1	b0472	recR	recR	recR	recR		ECK120000825	DNA repair protein RecR
NP_415006.1	b0473	htpG	htpG	htpG	htpG		ECK120000454	chaperone protein HtpG
NP_415007.1	b0474	adk	adk	NA	adk	dnaW // plsA	ECK120000029	adenylate kinase
NP_415008.1	b0475	hemH	hemH	hemH	hemH	popA // visA	ECK120000424	ferrochelatase
NP_415009.1	b0476	aes	aes	NA	aes	ybaC	ECK120001089	acetylesterase
NP_415010.1	b0477	gsk	gsk	NA	gsk		ECK120001090	inosine/guanosine kinase
NP_415011.1	b0478	ybaL	ybaL	NA	ybaL	ylaA	ECK120002335	putative transporter YbaL
NP_415012.1	b0479	fsr	fsr	NA	fsr		ECK120002865	fosmidomycin efflux pump
NP_415013.1	b0480	ushA	ushA	NA	ushA		ECK120001049	5\\-nucleotidase/UDP-sugar hydrolase
NP_415014.1	b0481	ybaK	ybaK	NA	ybaK		ECK120002303	Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase
NP_415015.1	b0482	ybaP	ybaP	NA	ybaP		ECK120002866	TraB family protein YbaP
NP_415016.4	b0483	ybaQ	ybaQ	NA	ybaQ		ECK120002867	DNA-binding transcriptional regulator YbaQ
NP_415017.1	b0484	copA	copA	copA	copA	ybaR	ECK120002868	Cu(+) exporting P-type ATPase
YP_009518752.1	b0484	copA	copA	copA	copA	ybaR	ECK120002868	soluble Cu(+) chaperone
NP_415018.1	b0485	glsA	glsA	ybaS	glsA	ybaS	ECK120002869	glutaminase 1
NP_415019.1	b0486	ybaT	ybaT	ybaT	ybaT		ECK120002870	putative transporter YbaT
NP_415020.1	b0487	cueR	cueR	cueR	cueR	copR // ybbI	ECK120002871	DNA-binding transcriptional dual regulator CueR
NP_415021.2	b0488	ybbJ	ybbJ	NA	ybbJ		ECK120002872	NfeD-like family protein YbbJ
NP_415022.1	b0489	qmcA	qmcA	NA	qmcA	ybbK	ECK120002873	PHB domain-containing protein QmcA
NP_415023.1	b0490	fetA	fetA	NA	fetA	ybbL	ECK120002874	putative iron ABC exporter ATP-binding subunit FetA
NP_415024.4	b0491	fetB	fetB	NA	fetB	ybbM	ECK120002875	putative iron ABC exporter membrane subunit FetB
NP_415025.4	b0492	cnoX	cnoX	NA	cnoX	ybbN	ECK120002876	chaperedoxin
NP_415026.1	b0493	ybbO	ybbO	NA	ybbO		ECK120002877	NADP(+)-dependent aldehyde reductase YbbO
NP_415027.1	b0494	tesA	tesA	NA	tesA	apeA // pldC	ECK120001496	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
NP_415028.1	b0495	ybbA	ybbA	NA	ybbA		ECK120001600	putative ABC transporter ATP-binding protein YbbA
NP_415029.1	b0496	ybbP	ybbP	NA	ybbP		ECK120002878	putative ABC transporter membrane subunit YbbP
NP_415030.1	b0497	rhsD	rhsD	NA	rhsD		ECK120000840	protein RhsD
NP_415031.1	b0498	ybbC	ybbC	NA	ybbC		ECK120001705	PF15631 family protein YbbC
YP_009518753.1	b0502	ylbG	ylbG	NA	ylbG		ECK120002881	putative DNA-binding transcriptional regulator YlbG
NP_415036.1	b0503	selU	selU	NA	selU	ybbB // mnmH	ECK120001704	tRNA 2-selenouridine synthase
NP_415037.1	b0504	allS	allS	allS	allS	ybbS // glxA1	ECK120002882	DNA-binding transcriptional activator AllS
NP_415038.1	b0505	allA	allA	allA	allA	glxA2 // ybbT	ECK120002883	ureidoglycolate lyase
NP_415039.1	b0506	allR	allR	allR	allR	glxA3 // ybbU	ECK120002884	DNA-binding transcriptional repressor AllR
NP_415040.1	b0507	gcl	gcl	gcl	gcl		ECK120001534	glyoxylate carboligase
NP_415041.1	b0508	hyi	hyi	hyi	hyi	ybbG // gip	ECK120002885	hydroxypyruvate isomerase
NP_415042.1	b0509	glxR	glxR	glxR	glxR	glxB1 // ybbQ	ECK120002886	tartronate semialdehyde reductase 2
NP_415044.4	b0511	ybbW	ybbW	ybbW	ybbW	allP // glxB2	ECK120002888	putative allantoin transporter
NP_415045.1	b0512	allB	allB	allB	allB	glxB3 // ybbX	ECK120002889	allantoinase
NP_415046.4	b0513	ybbY	ybbY	ybbY	ybbY	glxB4	ECK120002890	putative purine transporter
NP_415047.1	b0514	glxK	glxK	glxK	glxK	glxB5 // ybbZ	ECK120002891	glycerate 2-kinase 2
NP_415048.1	b0515	allE	allE	NA	allE	glxB6 // ylbA // ughY	ECK120002892	(S)-ureidoglycine aminohydrolase
NP_415049.1	b0516	allC	allC	NA	allC	glxB7 // ylbB	ECK120002893	allantoate amidohydrolase
NP_415050.1	b0517	allD	allD	NA	allD	glxB8 // ylbC	ECK120002894	ureidoglycolate dehydrogenase
NP_415051.1	b0518	fdrA	fdrA	NA	fdrA	ylbD	ECK120002895	putative acyl-CoA synthetase FdrA
NP_415053.1	b0520	ylbF	ylbF	NA	ylbF		ECK120002897	DUF2877 domain-containing protein YlbF
NP_415054.1	b0521	ybcF	ybcF	NA	ybcF	arcC	ECK120002249	putative carbamate kinase
NP_415055.1	b0522	purK	purK	purK	purK	purE2	ECK120000787	5-(carboxyamino)imidazole ribonucleotide synthase
NP_415056.1	b0523	purE	purE	purE	purE	ade(f) // Pur2 // ade3 // ade	ECK120000784	N(5)-carboxyaminoimidazole ribonucleotide mutase
NP_415057.1	b0524	lpxH	lpxH	NA	lpxH	ybbF	ECK120002352	UDP-2
NP_415058.1	b0525	ppiB	ppiB	NA	ppiB		ECK120000749	peptidyl-prolyl cis-trans isomerase B
NP_415059.1	b0526	cysS	cysS	NA	cysS	syc	ECK120000191	cysteine--tRNA ligase
NP_415060.1	b0527	ybcI	ybcI	NA	ybcI		ECK120002366	PF04307 family inner membrane protein YbcI
NP_415061.2	b0528	ybcJ	ybcJ	NA	ybcJ		ECK120002418	putative RNA-binding protein YbcJ
NP_415062.1	b0529	folD	folD	NA	folD	ads	ECK120000322	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
