riType	tfName	tgName	riEvidence	tgLocusTag	tgCopLocusTag
tf-promoter	FNR	fumA	W	b1612	b1612
tf-promoter	FNR	fumB	W	b4122	b4123
tf-promoter	FNR	fumC	W	b1611	b1612
tf-promoter	FNR	gadA	W	b3517	b3517
tf-promoter	FNR	gadX	W	b3516	b3517
tf-promoter	FNR	garP	W	b3127	b3127
tf-promoter	FNR	gcvT	W	b2905	b2905
tf-promoter	FNR	gdhA	W	b1761	b1761
tf-promoter	FNR	glnD	W	b0167	b0168
tf-promoter	FNR	glnK	W	b0450	b0450
tf-promoter	FNR	glpA	W	b2241	b2241
tf-promoter	FNR	glpT	W	b2240	b2240
tf-promoter	FNR	gltB	S	b3212	b3212
tf-promoter	FNR	gnd	W	b2029	b2029
tf-promoter	FNR	grcA	C	b2579	b2579
tf-promoter	FNR	hcp	C	b0873	b0873
tf-promoter	FNR	hemA	S	b1210	b1210
tf-promoter	FNR	hlyE	S	b1182	b1182
tf-promoter	FNR	hmp	C	b2552	b2552
tf-promoter	FNR	hyfA	W	b2481	b2481
tf-promoter	FNR	hypB	S	b2727	b2726
tf-promoter	FNR	idlP	W	b4722	b4720
tf-promoter	FNR	iraM	W	b1160	b1160
tf-promoter	FNR	katG	S	b3942	b3942
tf-promoter	FNR	lpd	W	b0116	b0113
tf-promoter	FNR	malP	W	b3417	b3417
tf-promoter	FNR	moaA	S	b0781	b0781
tf-promoter	FNR	moeA	S	b0827	b0827
tf-promoter	FNR	nac	W	b1988	b1988
tf-promoter	FNR	napF	C	b2208	b2208
tf-promoter	FNR	narG	C	b1224	b1224
tf-promoter	FNR	narK	C	b1223	b1223
tf-promoter	FNR	narX	S	b1222	b1222
tf-promoter	FNR	narX	W	b1222	b1222
tf-promoter	FNR	ndh	C	b1109	b1109
tf-promoter	FNR	nfeR	W	b3071	b3071
tf-promoter	FNR	nikA	C	b3476	b3476
tf-promoter	FNR	nirB	C	b3365	b3365
tf-promoter	FNR	norV	W	b2710	b2710
tf-promoter	FNR	nrdD	C	b4238	b4238
tf-promoter	FNR	nrfA	C	b4070	b4070
tf-promoter	FNR	nuoA	S	b2288	b2288
tf-promoter	FNR	ompW	C	b1256	b1256
tf-promoter	FNR	ompX	W	b0814	b4736
tf-promoter	FNR	pdeF	C	b2503	b2503
tf-promoter	FNR	pdhR	S	b0113	b0113
tf-promoter	FNR	pepT	W	b1127	b1127
tf-promoter	FNR	pitA	W	b3493	b3493
tf-promoter	FNR	pstS	W	b3728	b3728
tf-promoter	FNR	purM	C	b2499	b2499
tf-promoter	FNR	puuA	W	b1297	b1297
tf-promoter	FNR	ravA	C	b3746	b3746
tf-promoter	FNR	rplM	W	b3231	b3231
tf-promoter	FNR	rplT	W	b1716	b1719
tf-promoter	FNR	rpsJ	W	b3321	b3321
tf-promoter	FNR	rpsP	W	b2609	b2609
tf-promoter	FNR	sdhC	W	b0721	b0721
tf-promoter	FNR	sodA	W	b3908	b3908
tf-promoter	FNR	soxR	W	b4063	b4063
tf-promoter	FNR	soxS	W	b4062	b4062
tf-promoter	FNR	ssuE	W	b0937	b0937
tf-promoter	FNR	sucA	W	b0726	b0721
tf-promoter	FNR	tar	W	b1886	b1886
tf-promoter	FNR	tdcA	W	b3118	b3118
tf-promoter	FNR	tpx	W	b1324	b1324
tf-promoter	FNR	ubiC	W	b4039	b4039
tf-promoter	FNR	upp	S	b2498	b2498
tf-promoter	FNR	uxaC	W	b3092	b3092
tf-promoter	FNR	xdhA	W	b2866	b2866
tf-promoter	FNR	ybdN	W	b0602	b0603
tf-promoter	FNR	ychO	W	b1220	b1220
tf-promoter	FNR	ydeJ	W	b1537	b1537
tf-promoter	FNR	ydhY	C	b1674	b1674
tf-promoter	FNR	yecR	W	b1904	b1904
tf-promoter	FNR	yeiL	W	b2163	b2163
tf-promoter	FNR	ygbA	W	b2732	b2732
tf-promoter	FNR	ynfE	C	b1587	b1587
tf-promoter	FNR	ysgA	W	b3830	b3830
tf-promoter	FNR	ytfE	W	b4209	b4209
tf-promoter	FNR	zwf	W	b1852	b1852
tf-promoter	FrlR	frlA	C	b3370	b3370
tf-promoter	FucR	fucA	S	b2800	b2800
tf-promoter	FucR	fucP	W	b2801	b2801
tf-promoter	Fur	aspC	W	b0928	b0928
tf-promoter	Fur	cirA	C	b2155	b2155
tf-promoter	Fur	cirA	S	b2155	b2155
tf-promoter	Fur	cyoA	W	b0432	b0432
tf-promoter	Fur	entC	C	b0593	b0593
tf-promoter	Fur	entC	S	b0593	b0593
tf-promoter	Fur	entS	C	b0591	b0591
tf-promoter	Fur	esrE	S	b4707	b4707
tf-promoter	Fur	exbB	C	b3006	b3006
tf-promoter	Fur	exbB	S	b3006	b3006
tf-promoter	Fur	exbD	W	b3005	b3006
tf-promoter	Fur	fecA	C	b4291	b4291
tf-promoter	Fur	fecI	C	b4293	b4293
tf-promoter	Fur	feoA	S	b3408	b3408
tf-promoter	Fur	fepA	C	b0584	b0584
tf-promoter	Fur	fepB	C	b0592	b0592
tf-promoter	Fur	fepD	C	b0590	b0590
tf-promoter	Fur	fes	C	b0585	b0585
tf-promoter	Fur	fhuA	C	b0150	b0150
tf-promoter	Fur	fhuE	S	b1102	b1102
tf-promoter	Fur	fhuF	C	b4367	b4367
tf-promoter	Fur	fiu	S	b0805	b0805
tf-promoter	Fur	flhD	W	b1892	b1892
tf-promoter	Fur	fnr	W	b1334	b1334
tf-promoter	Fur	ftnA	C	b1905	b1905
tf-promoter	Fur	fumB	W	b4122	b4123
tf-promoter	Fur	fumC	W	b1611	b1612
tf-promoter	Fur	fur	S	b0683	b0684
tf-promoter	Fur	garP	S	b3127	b3127
tf-promoter	Fur	gdhA	W	b1761	b1761
tf-promoter	Fur	glnD	W	b0167	b0168
tf-promoter	Fur	glnK	W	b0450	b0450
tf-promoter	Fur	gltB	W	b3212	b3212
tf-promoter	Fur	gnd	W	b2029	b2029
tf-promoter	Fur	gpmA	C	b0755	b0755
tf-promoter	Fur	gpmA	S	b0755	b0755
tf-promoter	Fur	grcA	W	b2579	b2579
tf-promoter	Fur	gspC	S	b3324	b3324
tf-promoter	Fur	hmp	W	b2552	b2552
tf-promoter	Fur	katE	W	b1732	b1732
tf-promoter	Fur	katG	W	b3942	b3942
tf-promoter	Fur	lpd	W	b0116	b0113
tf-promoter	Fur	metH	W	b4019	b4019
tf-promoter	Fur	metJ	W	b3938	b3938
tf-promoter	Fur	mntH	S	b2392	b2392
tf-promoter	Fur	mntP	S	b1821	b1821
tf-promoter	Fur	nac	W	b1988	b1988
tf-promoter	Fur	ndh	W	b1109	b1109
tf-promoter	Fur	nfeF	S	b3070	b3070
tf-promoter	Fur	nohA	C	b1548	b1548
tf-promoter	Fur	nohA	S	b1548	b1548
tf-promoter	Fur	nrdH	S	b2673	b2673
tf-promoter	Fur	ompF	W	b0929	b0929
tf-promoter	Fur	ompW	W	b1256	b1256
tf-promoter	Fur	oppA	S	b1243	b1243
tf-promoter	Fur	purR	W	b1658	b1658
tf-promoter	Fur	pyrC	S	b1062	b1062
tf-promoter	Fur	rcnA	W	b2106	b2106
tf-promoter	Fur	rpoS	W	b2741	b2742
tf-promoter	Fur	ryhB	C	b4451	b4451
tf-promoter	Fur	ryhB	S	b4451	b4451
tf-promoter	Fur		S	NA	NaN
tf-promoter	Fur	sdhC	S	b0721	b0721
tf-promoter	Fur	sodA	C	b3908	b3908
tf-promoter	Fur	sodA	S	b3908	b3908
tf-promoter	Fur	soxR	W	b4063	b4063
tf-promoter	Fur	soxS	W	b4062	b4062
tf-promoter	Fur	sufA	C	b1684	b1684
tf-promoter	Fur	tonB	C	b1252	b1252
tf-promoter	Fur	tonB	S	b1252	b1252
tf-promoter	Fur	uxaB	S	b1521	b1521
tf-promoter	Fur	ygaC	S	b2671	b2671
tf-promoter	Fur	yhhY	S	b3441	b3441
tf-promoter	Fur	yjjZ	C	b4567	b4567
tf-promoter	Fur	zinT	W	b1973	b1973
tf-promoter	Fur	zwf	W	b1852	b1852
tf-promoter	GadE	cyoA	W	b0432	b0432
tf-promoter	GadE	fliC	W	b1923	b1923
tf-promoter	GadE	gadB	C	b1493	b1493
tf-promoter	GadE	gadE	S	b3512	b3512
tf-promoter	GadE	gadE	W	b3512	b3512
tf-promoter	GadE	gadX	S	b3516	b3517
tf-promoter	GadE	gltB	C	b3212	b3212
tf-promoter	GadE	gnd	W	b2029	b2029
tf-promoter	GadE	hdeA	C	b3510	b3510
tf-promoter	GadE	hdeA	S	b3510	b3510
tf-promoter	GadE	hdeD	C	b3511	b3511
tf-promoter	GadE	lrp	W	b0889	b0889
tf-promoter	GadE	purA	W	b4177	b4177
tf-promoter	GadE	rcsA	S	b1951	b1951
tf-promoter	GadE	skp	W	b0178	b0177
tf-promoter	GadE	yhiM	S	b3491	b3491
tf-promoter	GadE	yjbQ	S	b4056	b4056
tf-promoter	GadRcs	adiC	S	b4115	b4115
tf-promoter	GadRcs	aslB	S	b3800	b3800
tf-promoter	GadRcs	cadB	S	b4132	b4132
tf-promoter	GadRcs	gadA	C	b3517	b3517
tf-promoter	GadRcs	slp	S	b3506	b3506
tf-promoter	GadRcs	yhiM	S	b3491	b3491
tf-promoter	GadW	gadA	S	b3517	b3517
tf-promoter	GadW	gadB	S	b1493	b1493
tf-promoter	GadW	gadE	W	b3512	b3512
tf-promoter	GadW	gadW	W	b3515	b3517
tf-promoter	GadW	gadX	W	b3516	b3517
tf-promoter	GadW	gadY	W	b4452	b4452
tf-promoter	GadW	hdeA	S	b3510	b3510
tf-promoter	GadW	hdeA	W	b3510	b3510
tf-promoter	GadW	slp	W	b3506	b3506
tf-promoter	GadX	asnB	W	b0674	b0674
tf-promoter	GadX	btuB	S	b3966	b3966
tf-promoter	GadX	cadB	W	b4132	b4132
tf-promoter	GadX	dtpA	S	b1634	b1634
tf-promoter	GadX	gadA	S	b3517	b3517
tf-promoter	GadX	gadB	C	b1493	b1493
tf-promoter	GadX	gadB	S	b1493	b1493
tf-promoter	GadX	gadE	S	b3512	b3512
tf-promoter	GadX	gadW	S	b3515	b3517
tf-promoter	GadX	gadW	W	b3515	b3517
tf-promoter	GadX	gadX	W	b3516	b3517
tf-promoter	GadX	gadY	W	b4452	b4452
tf-promoter	GadX	glnK	W	b0450	b0450
tf-promoter	GadX	glsA	S	b0485	b0485
tf-promoter	GadX	hdeA	S	b3510	b3510
tf-promoter	GadX	hdeA	W	b3510	b3510
tf-promoter	GadX	hdeD	S	b3511	b3511
tf-promoter	GadX	hns	W	b1237	b1237
tf-promoter	GadX	lon	W	b0439	b0437
tf-promoter	GadX	rpoS	W	b2741	b2742
tf-promoter	GadX	slp	C	b3506	b3506
tf-promoter	GadX	slp	S	b3506	b3506
tf-promoter	GadX	uspE	W	b1333	b1333
tf-promoter	GadX	ydeN	S	b1498	b1498
tf-promoter	GadX	ynfB	S	b1583	b1583
tf-promoter	GalR	galE	C	b0759	b0759
tf-promoter	GalR	galP	C	b2943	b2943
tf-promoter	GalR	galP	S	b2943	b2943
tf-promoter	GalR	galR	S	b2837	b2837
tf-promoter	GalR	galS	W	b2151	b2151
tf-promoter	GalR	mglB	W	b2150	b2150
tf-promoter	GalS	galE	S	b0759	b0759
tf-promoter	GalS	galP	C	b2943	b2943
tf-promoter	GalS	galP	S	b2943	b2943
tf-promoter	GalS	galR	W	b2837	b2837
tf-promoter	GalS	galS	W	b2151	b2151
tf-promoter	GalS	mglB	W	b2150	b2150
tf-promoter	GatR	gatY	W	b2096	b2096
tf-promoter	GcvA	gcvA	C	b2808	b2808
tf-promoter	GcvA	gcvB	C	b4443	b4443
tf-promoter	GcvA	gcvT	C	b2905	b2905
tf-promoter	GlaR	glaH	C	b2659	b2659
tf-promoter	GlaR	glaH	S	b2659	b2659
tf-promoter	GlcC	glcC	S	b2980	b2980
tf-promoter	GlcC	glcD	S	b2979	b2979
tf-promoter	GlpR	glpA	C	b2241	b2241
tf-promoter	GlpR	glpD	C	b3426	b3426
tf-promoter	GlpR	glpD	S	b3426	b3426
tf-promoter	GlpR	glpF	S	b3927	b3927
tf-promoter	GlpR	glpT	C	b2240	b2240
tf-promoter	GlrR	glmY	C	b4441	b4441
tf-promoter	GlrR	rseD	S	b4725	b4725
tf-promoter	GntR	edd	C	b1851	b1851
tf-promoter	GntR	edd	S	b1851	b1851
tf-promoter	GntR	gntK	C	b3437	b3438
tf-promoter	GntR	gntT	C	b3415	b3415
tf-promoter	GntR	idnD	S	b4267	b4267
tf-promoter	GntR	idnD	W	b4267	b4267
tf-promoter	GntR	idnK	S	b4268	b4268
tf-promoter	GntR	idnK	W	b4268	b4268
tf-promoter	GntR	yhgH	W	b3413	b3413
tf-promoter	GutM	srlA	W	b2702	b2702
tf-promoter	HcaR	hcaE	S	b2538	b2538
tf-promoter	HcaR	hcaR	S	b2537	b2537
tf-promoter	HdfR	flhD	S	b1892	b1892
tf-promoter	HdfR	gltB	S	b3212	b3212
tf-promoter	HicB	hicA	C	b4532	b4532
tf-promoter	HigA	higB	S	b3083	b3083
tf-promoter	HigBA	higB	S	b3083	b3083
tf-promoter	HipAB	hipB	S	b1508	b1508
tf-promoter	HipAB	relA	S	b2784	b2784
tf-promoter	HipB	fadH	S	b3081	b3081
tf-promoter	HipB	hipB	S	b1508	b1508
tf-promoter	HipB	relA	S	b2784	b2784
tf-promoter	H-NS	acrE	W	b3265	b3265
tf-promoter	H-NS	adeD	W	b3665	b3665
tf-promoter	H-NS	adiA	W	b4117	b4117
tf-promoter	H-NS	adiY	S	b4116	b4116
tf-promoter	H-NS	appY	S	b0564	b0564
tf-promoter	H-NS	asr	W	b1597	b1597
tf-promoter	H-NS	bglG	S	b3723	b3723
tf-promoter	H-NS	bolA	W	b0435	b0435
tf-promoter	H-NS	cadB	C	b4132	b4132
tf-promoter	H-NS	cadC	S	b4133	b4133
tf-promoter	H-NS	caiF	W	b0034	b0034
tf-promoter	H-NS	caiT	W	b0040	b0040
tf-promoter	H-NS	casA	C	b2760	b2760
tf-promoter	H-NS	chiA	S	b3338	b3338
tf-promoter	H-NS	cmoM	W	b0921	b0921
tf-promoter	H-NS	csgD	S	b1040	b1040
tf-promoter	H-NS	csiE	W	b2535	b2535
tf-promoter	H-NS	cspA	C	b3556	b3556
tf-promoter	H-NS	cspA	S	b3556	b3556
tf-promoter	H-NS	cspD	W	b0880	b0880
tf-promoter	H-NS	cydA	S	b0733	b0733
tf-promoter	H-NS	cysP	W	b2425	b2425
tf-promoter	H-NS	degP	W	b0161	b0161
tf-promoter	H-NS	dps	C	b0812	b0812
tf-promoter	H-NS	evgL	S	b4781	b4781
tf-promoter	H-NS	fes	W	b0585	b0585
tf-promoter	H-NS	fimA	S	b4314	b4314
tf-promoter	H-NS	fimB	S	b4312	b4312
tf-promoter	H-NS	fimE	S	b4313	b4313
tf-promoter	H-NS	flhD	S	b1892	b1892
tf-promoter	H-NS	fliA	W	b1922	b1922
tf-promoter	H-NS	fliC	W	b1923	b1923
tf-promoter	H-NS	ftnA	C	b1905	b1905
tf-promoter	H-NS	ftnA	S	b1905	b1905
tf-promoter	H-NS	gadA	S	b3517	b3517
tf-promoter	H-NS	gadE	S	b3512	b3512
tf-promoter	H-NS	gadW	S	b3515	b3517
tf-promoter	H-NS	gadX	S	b3516	b3517
tf-promoter	H-NS	galE	S	b0759	b0759
tf-promoter	H-NS	garP	W	b3127	b3127
tf-promoter	H-NS	glaH	W	b2659	b2659
tf-promoter	H-NS	gspA	S	b3323	b3323
tf-promoter	H-NS	gspC	S	b3324	b3324
tf-promoter	H-NS	hchA	S	b1967	b1967
tf-promoter	H-NS	hdeA	C	b3510	b3510
tf-promoter	H-NS	hdeD	S	b3511	b3511
tf-promoter	H-NS	hdfR	S	b4480	b4480
tf-promoter	H-NS	hisJ	W	b2309	b2310
tf-promoter	H-NS	hlyE	S	b1182	b1182
tf-promoter	H-NS	hns	C	b1237	b1237
tf-promoter	H-NS	hns	S	b1237	b1237
tf-promoter	H-NS	ilvI	W	b0077	b0077
tf-promoter	H-NS	lacZ	S	b0344	b0344
tf-promoter	H-NS	leuO	C	b0076	b0076
tf-promoter	H-NS	lrp	S	b0889	b0889
tf-promoter	H-NS	malE	W	b4034	b4034
tf-promoter	H-NS	mdtU	C	b4777	b4777
tf-promoter	H-NS	micF	W	b4439	b4439
tf-promoter	H-NS	nhaA	W	b0019	b0019
tf-promoter	H-NS	nirB	S	b3365	b3365
tf-promoter	H-NS	nrdA	C	b2234	b2234
tf-promoter	H-NS	nrdD	S	b4238	b4238
tf-promoter	H-NS	osmC	W	b1482	b1482
tf-promoter	H-NS	proV	C	b2677	b2677
tf-promoter	H-NS	proV	S	b2677	b2677
tf-promoter	H-NS	rcsA	W	b1951	b1951
tf-promoter	H-NS	rcsD	S	b2216	b2216
tf-promoter	H-NS	relA	W	b2784	b2784
tf-promoter	H-NS	rrsB	S	b3968	b3968
tf-promoter	H-NS	rrsC	W	b3756	b3756
tf-promoter	H-NS	rrsD	W	b3278	b3278
tf-promoter	H-NS	rrsG	W	b2591	b2591
tf-promoter	H-NS	rrsH	W	b0201	b0201
tf-promoter	H-NS	slp	S	b3506	b3506
tf-promoter	H-NS	srlA	W	b2702	b2702
tf-promoter	H-NS	ssrS	S	b2911	b2911
tf-promoter	H-NS	stpA	S	b2669	b2669
tf-promoter	H-NS	yciG	C	b1259	b1259
tf-promoter	H-NS	ydeO	S	b1499	b1500
tf-promoter	H-NS	ydeP	S	b1501	b1501
tf-promoter	H-NS	yhiM	S	b3491	b3491
tf-promoter	H-NS	yjjP	S	b4364	b4364
tf-promoter	H-NS	yjjQ	S	b4365	b4365
tf-promoter	HprR	cusC	S	b0572	b0572
tf-promoter	HprR	cusR	S	b0571	b0571
tf-promoter	HprR	cyoA	W	b0432	b0432
tf-promoter	HprR	hiuH	C	b1970	b1970
tf-promoter	HU	galE	S	b0759	b0759
tf-promoter	HU	micF	W	b4439	b4439
tf-promoter	HU	mtr	W	b3161	b3161
tf-promoter	HU	seqA	W	b0687	b0687
tf-promoter	HU	tyrP	W	b1907	b1907
tf-promoter	HyfR	hyfA	W	b2481	b2481
tf-promoter	HypT	cydA	S	b0733	b0733
tf-promoter	HypT	cysH	W	b2762	b2764
tf-promoter	HypT	fecA	W	b4291	b4291
tf-promoter	HypT	metB	W	b3939	b3939
tf-promoter	HypT	metN	S	b0199	b0199
tf-promoter	IclR	aceB	C	b4014	b4014
tf-promoter	IclR	aceB	S	b4014	b4014
tf-promoter	IclR	iclR	C	b4018	b4018
tf-promoter	IdnR	gntK	W	b3437	b3438
tf-promoter	IdnR	idnD	W	b4267	b4267
tf-promoter	IdnR	idnK	W	b4268	b4268
tf-promoter	IHF	aceB	S	b4014	b4014
tf-promoter	IHF	acs	C	b4069	b4069
tf-promoter	IHF	acs	S	b4069	b4069
tf-promoter	IHF	adiA	S	b4117	b4117
tf-promoter	IHF	amiA	W	b2435	b2435
tf-promoter	IHF	atoD	S	b2221	b2221
tf-promoter	IHF	atoD	W	b2221	b2221
tf-promoter	IHF	carA	C	b0032	b0032
tf-promoter	IHF	csgD	S	b1040	b1040
tf-promoter	IHF	csrB	W	b4408	b4408
tf-promoter	IHF	cysJ	S	b2764	b2764
tf-promoter	IHF	dcuD	W	b3227	b3227
tf-promoter	IHF	dmsA	S	b0894	b0894
tf-promoter	IHF	dppA	W	b3544	b3544
tf-promoter	IHF	dps	W	b0812	b0812
tf-promoter	IHF	dusB	C	b3260	b3260
tf-promoter	IHF	fimA	W	b4314	b4314
tf-promoter	IHF	fimB	C	b4312	b4312
tf-promoter	IHF	flhD	W	b1892	b1892
tf-promoter	IHF	fliA	S	b1922	b1922
tf-promoter	IHF	fnr	C	b1334	b1334
tf-promoter	IHF	focA	C	b0904	b0904
tf-promoter	IHF	folA	W	b0048	b0048
tf-promoter	IHF	gcd	S	b0124	b0124
tf-promoter	IHF	glcD	W	b2979	b2979
tf-promoter	IHF	glmY	C	b4441	b4441
tf-promoter	IHF	glmY	S	b4441	b4441
tf-promoter	IHF	glnH	C	b0811	b0811
tf-promoter	IHF	glnH	W	b0811	b0811
tf-promoter	IHF	glpT	S	b2240	b2240
tf-promoter	IHF	gltA	S	b0720	b0720
tf-promoter	IHF	gltB	S	b3212	b3212
tf-promoter	IHF	hemA	W	b1210	b1210
tf-promoter	IHF	hemF	W	b2436	b2435
tf-promoter	IHF	hipB	W	b1508	b1508
tf-promoter	IHF	hpt	S	b0125	b0125
tf-promoter	IHF	hycA	S	b2725	b2725
tf-promoter	IHF	hypA	S	b2726	b2726
tf-promoter	IHF	ibpB	W	b3686	b3687
tf-promoter	IHF	ihfA	S	b1712	b1719
tf-promoter	IHF	ihfB	S	b0912	b0910
tf-promoter	IHF	ilvL	C	b3766	b3766
tf-promoter	IHF	micF	C	b4439	b4439
tf-promoter	IHF	mtr	W	b3161	b3161
tf-promoter	IHF	narG	C	b1224	b1224
tf-promoter	IHF	narK	S	b1223	b1223
tf-promoter	IHF	ndh	C	b1109	b1109
tf-promoter	IHF	nirB	S	b3365	b3365
tf-promoter	IHF	nmpC	S	b0553	b0553
tf-promoter	IHF	norV	S	b2710	b2710
tf-promoter	IHF	nrfA	C	b4070	b4070
tf-promoter	IHF	nrfA	S	b4070	b4070
tf-promoter	IHF	nuoA	C	b2288	b2288
tf-promoter	IHF	nuoA	S	b2288	b2288
tf-promoter	IHF	ompC	C	b2215	b2215
tf-promoter	IHF	ompF	W	b0929	b0929
tf-promoter	IHF	ompR	C	b3405	b3405
tf-promoter	IHF	osmE	W	b1739	b1739
tf-promoter	IHF	osmY	C	b4376	b4376
tf-promoter	IHF	osmY	W	b4376	b4376
tf-promoter	IHF	paaA	C	b1388	b1388
tf-promoter	IHF	paaZ	C	b1387	b1387
tf-promoter	IHF	patA	W	b3073	b3073
tf-promoter	IHF	plaR	S	b3574	b3574
tf-promoter	IHF	proV	S	b2677	b2677
tf-promoter	IHF	pspA	C	b1304	b1304
tf-promoter	IHF	pspG	W	b4050	b4050
tf-promoter	IHF	pstS	S	b3728	b3728
tf-promoter	IHF	rpoH	S	b3461	b3461
tf-promoter	IHF	rseD	W	b4725	b4725
tf-promoter	IHF	rtcB	W	b3421	b3421
tf-promoter	IHF	sodA	S	b3908	b3908
tf-promoter	IHF	sodB	W	b1656	b1656
tf-promoter	IHF	sra	W	b1480	b1481
tf-promoter	IHF	ssuE	S	b0937	b0937
tf-promoter	IHF	sucA	W	b0726	b0721
tf-promoter	IHF	sufA	C	b1684	b1684
tf-promoter	IHF	tdcA	C	b3118	b3118
tf-promoter	IHF	tyrP	W	b1907	b1907
tf-promoter	IHF	ubiC	W	b4039	b4039
tf-promoter	IHF	ulaA	W	b4193	b4193
tf-promoter	IHF	ulaG	W	b4192	b4192
tf-promoter	IHF	uspA	W	b3495	b3495
tf-promoter	IHF	uspB	W	b3494	b3494
tf-promoter	IHF	yadV	W	b0140	b0140
tf-promoter	IHF	yeiL	W	b2163	b2163
tf-promoter	IHF	yiaK	C	b3575	b3575
tf-promoter	IHF	yjbE	S	b4026	b4026
tf-promoter	IlvY	ilvC	C	b3774	b3774
tf-promoter	IlvY	ilvY	C	b3773	b3773
tf-promoter	IscR	erpA	S	b0156	b0156
tf-promoter	IscR	hyaA	C	b0972	b0972
tf-promoter	IscR	hyaA	S	b0972	b0972
tf-promoter	IscR	iscR	C	b2531	b2531
tf-promoter	IscR	napF	S	b2208	b2208
tf-promoter	IscR	nfuA	S	b3414	b3413
tf-promoter	IscR	nrdH	W	b2673	b2673
tf-promoter	IscR	rnlA	S	b2630	b2630
tf-promoter	IscR	selO	S	b1706	b1706
tf-promoter	IscR	sufA	C	b1684	b1684
tf-promoter	IscR	sufA	S	b1684	b1684
tf-promoter	KdgR	eda	S	b1850	b1851
tf-promoter	KdgR	edd	W	b1851	b1851
tf-promoter	KdpE	kdpF	C	b4513	b4513
tf-promoter	LacI	lacZ	C	b0344	b0344
tf-promoter	LacI	lacZ	S	b0344	b0344
tf-promoter	LeuO	bglG	S	b3723	b3723
tf-promoter	LeuO	cadC	W	b4133	b4133
tf-promoter	LeuO	casA	C	b2760	b2760
tf-promoter	LeuO	casA	S	b2760	b2760
tf-promoter	LeuO	dsrA	W	b1954	b1954
tf-promoter	LeuO	leuL	W	b0075	b0075
tf-promoter	LeuO	leuO	C	b0076	b0076
tf-promoter	LeuO	leuO	S	b0076	b0076
tf-promoter	LeuO	yjjQ	S	b4365	b4365
tf-promoter	LexA	cho	W	b1741	b1741
tf-promoter	LexA	dinB	W	b0231	b0231
tf-promoter	LexA	dinD	S	b3645	b3645
tf-promoter	LexA	dinG	S	b0799	b0799
tf-promoter	LexA	dinI	C	b1061	b1061
tf-promoter	LexA	dinJ	W	b0226	b0226
tf-promoter	LexA	dinQ	W	b4613	b4613
tf-promoter	LexA	ftsK	S	b0890	b0890
tf-promoter	LexA	ftsL	W	b0083	b0081
tf-promoter	LexA	hokE	W	b4415	b4415
tf-promoter	LexA	insK	W	b3558	b3558
tf-promoter	LexA	lexA	C	b4043	b4043
tf-promoter	LexA	phr	W	b0708	b0707
tf-promoter	LexA	polB	S	b0060	b0060
tf-promoter	LexA	ptrA	C	b2821	b2821
tf-promoter	LexA	recA	S	b2699	b2699
tf-promoter	LexA	recN	C	b2616	b2616
tf-promoter	LexA	recQ	W	b3822	b3822
tf-promoter	LexA	rpsU	S	b3065	b3065
tf-promoter	LexA	ruvA	S	b1861	b1861
tf-promoter	LexA	ruvA	W	b1861	b1861
tf-promoter	LexA	sbmC	S	b2009	b2009
tf-promoter	LexA	ssb	S	b4059	b4059
tf-promoter	LexA	sulA	S	b0958	b0958
tf-promoter	LexA	symE	S	b4347	b4347
tf-promoter	LexA	tisB	S	b4618	b4618
tf-promoter	LexA	umuD	S	b1183	b1183
tf-promoter	LexA	umuD	W	b1183	b1183
tf-promoter	LexA	uvrA	S	b4058	b4058
tf-promoter	LexA	uvrB	C	b0779	b0779
tf-promoter	LexA	uvrB	S	b0779	b0779
tf-promoter	LexA	uvrC	W	b1913	b1914
tf-promoter	LexA	uvrD	W	b3813	b3813
tf-promoter	LexA	uvrY	W	b1914	b1914
tf-promoter	LexA	yafN	W	b0232	b0231
tf-promoter	LexA	ybfE	W	b0685	b0685
tf-promoter	LexA	ydjM	C	b1728	b1728
tf-promoter	LexA	yebG	S	b1848	b1848
tf-promoter	LexA	yehF	W	b2115	b2115
tf-promoter	LldR	lldP	C	b3603	b3603
tf-promoter	LrhA	fimE	S	b4313	b4313
tf-promoter	LrhA	flhD	S	b1892	b1892
tf-promoter	LrhA	leuO	S	b0076	b0076
tf-promoter	LrhA	lrhA	S	b2289	b2289
tf-promoter	Lrp	adhE	S	b1241	b1241
tf-promoter	Lrp	aidB	S	b4187	b4187
tf-promoter	Lrp	alaA	W	b2290	b2290
tf-promoter	Lrp	alaE	C	b2670	b2670
tf-promoter	Lrp	argO	S	b2923	b2923
tf-promoter	Lrp	avtA	W	b3572	b3572
tf-promoter	Lrp	cadB	S	b4132	b4132
tf-promoter	Lrp	dadA	C	b1189	b1189
tf-promoter	Lrp	fimA	C	b4314	b4314
tf-promoter	Lrp	fimE	W	b4313	b4313
tf-promoter	Lrp	gcvT	S	b2905	b2905
tf-promoter	Lrp	glaH	S	b2659	b2659
tf-promoter	Lrp	gltB	C	b3212	b3212
tf-promoter	Lrp	gltB	S	b3212	b3212
tf-promoter	Lrp	hdeA	W	b3510	b3510
tf-promoter	Lrp	ilvI	C	b0077	b0077
tf-promoter	Lrp	ilvL	C	b3766	b3766
tf-promoter	Lrp	ilvL	S	b3766	b3766
tf-promoter	Lrp	kbl	C	b3617	b3617
tf-promoter	Lrp	kbl	W	b3617	b3617
tf-promoter	Lrp	leuE	S	b1798	b1798
